Date,Gold 999.9,Gold 995.0,Silver
2012-02-22,Rs. 0.00,Rs. 46895.00,Rs. 939.00
2012-02-20,Rs. 0.00,Rs. 46380.00,Rs. 926.00
2012-02-19,Rs. 0.00,Rs. 46295.00,Rs. 922.00
2012-02-17,Rs. 0.00,Rs. 46380.00,Rs. 926.00
2012-02-16,Rs. 0.00,Rs. 46210.00,Rs. 926.00
2012-02-15,Rs. 0.00,Rs. 46210.00,Rs. 930.00
2012-02-12,Rs. 0.00,Rs. 46380.00,Rs. 934.50
2012-02-10,Rs. 0.00,Rs. 46640.00,Rs. 943.00
2012-02-09,Rs. 0.00,Rs. 46725.00,Rs. 943.00
2012-02-08,Rs. 0.00,Rs. 46725.00,Rs. 943.00
2012-02-05,Rs. 0.00,Rs. 46470.00,Rs. 930.00
2012-02-03,Rs. 0.00,Rs. 46550.00,Rs. 943.00
2012-01-31,Rs. 0.00,Rs. 46555.00,Rs. 939.00
2012-01-30,Rs. 0.00,Rs. 46295.00,Rs. 934.50
2012-01-28,Rs. 0.00,Rs. 46295.00,Rs. 934.50
2012-01-27,Rs. 0.00,Rs. 45870.00,Rs. 930.00
2012-01-26,Rs. 0.00,Rs. 45870.00,Rs. 930.00
2012-01-23,Rs. 0.00,Rs. 45440.00,Rs. 913.00
2012-01-22,Rs. 0.00,Rs. 45440.00,Rs. 900.00
2012-01-18,Rs. 0.00,Rs. 45440.00,Rs. 870.00
2012-01-17,Rs. 0.00,Rs. 45310.00,Rs. 862.00
2012-01-16,Rs. 0.00,Rs. 45355.00,Rs. 855.00
2012-01-15,Rs. 0.00,Rs. 45525.00,Rs. 862.00
2012-01-11,Rs. 0.00,Rs. 45610.00,Rs. 870.00
2012-01-08,Rs. 0.00,Rs. 45610.00,Rs. 857.50
2012-01-04,Rs. 0.00,Rs. 45355.00,Rs. 870.00
2011-12-22,Rs. 0.00,Rs. 45270.00,Rs. 870.00
2011-12-21,Rs. 0.00,Rs. 45610.00,Rs. 879.00
2011-12-20,Rs. 0.00,Rs. 45050.00,Rs. 866.00
2011-12-18,Rs. 0.00,Rs. 44840.00,Rs. 879.00
2011-12-16,Rs. 0.00,Rs. 44455.00,Rs. 879.00
2011-12-15,Rs. 0.00,Rs. 45310.00,Rs. 887.50
2011-12-14,Rs. 0.00,Rs. 46640.00,Rs. 917.50
2011-12-13,Rs. 0.00,Rs. 46810.00,Rs. 917.50
2011-12-12,Rs. 0.00,Rs. 46940.00,Rs. 922.00
2011-12-11,Rs. 0.00,Rs. 47325.00,Rs. 930.00
2011-12-09,Rs. 0.00,Rs. 47325.00,Rs. 921.50
2011-12-07,Rs. 0.00,Rs. 47195.00,Rs. 930.00
2011-12-06,Rs. 0.00,Rs. 46725.00,Rs. 913.00
2011-12-05,Rs. 0.00,Rs. 47580.00,Rs. 930.00
2011-12-02,Rs. 0.00,Rs. 47500.00,Rs. 934.50
2011-12-01,Rs. 0.00,Rs. 47840.00,Rs. 934.50
2011-11-30,Rs. 0.00,Rs. 47580.00,Rs. 921.50
2011-11-29,Rs. 0.00,Rs. 47110.00,Rs. 921.50
2011-11-28,Rs. 0.00,Rs. 47110.00,Rs. 917.50
2011-11-27,Rs. 0.00,Rs. 46725.00,Rs. 909.00
2011-11-25,Rs. 0.00,Rs. 46855.00,Rs. 922.00
2011-11-24,Rs. 0.00,Rs. 46940.00,Rs. 926.00
2011-11-23,Rs. 0.00,Rs. 47155.00,Rs. 943.00
2011-11-22,Rs. 0.00,Rs. 46980.00,Rs. 917.50
2011-11-21,Rs. 0.00,Rs. 47210.00,Rs. 926.00
2011-11-20,Rs. 0.00,Rs. 47110.00,Rs. 926.00
2011-11-18,Rs. 0.00,Rs. 46810.00,Rs. 905.00
2011-11-17,Rs. 0.00,Rs. 47370.00,Rs. 947.50
2011-11-16,Rs. 0.00,Rs. 47500.00,Rs. 956.00
2011-11-15,Rs. 0.00,Rs. 47325.00,Rs. 952.00
2011-11-14,Rs. 0.00,Rs. 47325.00,Rs. 956.00
2011-11-13,Rs. 0.00,Rs. 47240.00,Rs. 956.00
2011-11-11,Rs. 0.00,Rs. 46900.00,Rs. 943.00
2011-11-10,Rs. 0.00,Rs. 46900.00,Rs. 943.00
2011-11-09,Rs. 0.00,Rs. 47325.00,Rs. 964.50
2011-11-08,Rs. 0.00,Rs. 46900.00,Rs. 952.00
2011-11-07,Rs. 0.00,Rs. 46040.00,Rs. 943.00
2011-11-05,Rs. 0.00,Rs. 45870.00,Rs. 934.50
2011-11-04,Rs. 0.00,Rs. 45950.00,Rs. 943.00
2011-11-03,Rs. 0.00,Rs. 45440.00,Rs. 930.00
2011-11-02,Rs. 0.00,Rs. 45270.00,Rs. 922.00
2011-11-01,Rs. 0.00,Rs. 44840.00,Rs. 934.50
2011-10-31,Rs. 0.00,Rs. 44840.00,Rs. 934.50
2011-10-30,Rs. 0.00,Rs. 45355.00,Rs. 951.50
2011-10-25,Rs. 0.00,Rs. 43950.00,Rs. 891.50
2011-10-24,Rs. 0.00,Rs. 43950.00,Rs. 891.50
2011-10-23,Rs. 0.00,Rs. 43950.00,Rs. 891.50
2011-10-21,Rs. 0.00,Rs. 43510.00,Rs. 891.50
2011-10-20,Rs. 0.00,Rs. 43040.00,Rs. 891.00
2011-10-19,Rs. 0.00,Rs. 43640.00,Rs. 904.50
2011-10-18,Rs. 0.00,Rs. 43895.00,Rs. 909.00
2011-10-17,Rs. 0.00,Rs. 43980.00,Rs. 913.00
2011-10-16,Rs. 0.00,Rs. 43980.00,Rs. 922.00
2011-10-14,Rs. 0.00,Rs. 43700.00,Rs. 922.00
2011-10-13,Rs. 0.00,Rs. 43895.00,Rs. 951.50
2011-10-12,Rs. 0.00,Rs. 44155.00,Rs. 960.00
2011-10-11,Rs. 0.00,Rs. 44395.00,Rs. 960.00
2011-10-10,Rs. 0.00,Rs. 43895.00,Rs. 960.00
2011-10-09,Rs. 0.00,Rs. 43725.00,Rs. 960.00
2011-10-03,Rs. 0.00,Rs. 43125.00,Rs. 960.00
2011-09-30,Rs. 0.00,Rs. 43125.00,Rs. 960.00
2011-09-29,Rs. 0.00,Rs. 42370.00,Rs. 943.00
2011-09-27,Rs. 0.00,Rs. 43125.00,Rs. 900.00
2011-09-26,Rs. 0.00,Rs. 42300.00,Rs. 858.00
2011-09-25,Rs. 0.00,Rs. 43930.00,Rs. 943.00
2011-09-23,Rs. 0.00,Rs. 45650.00,Rs. 975.00
2011-09-22,Rs. 0.00,Rs. 45825.00,Rs. 1050.00
2011-09-21,Rs. 0.00,Rs. 46040.00,Rs. 1047.00
2011-09-20,Rs. 0.00,Rs. 45357.00,Rs. 1033.00
2011-09-19,Rs. 0.00,Rs. 45955.00,Rs. 1054.50
2011-09-18,Rs. 0.00,Rs. 45440.00,Rs. 1050.00
2011-09-16,Rs. 0.00,Rs. 44500.00,Rs. 1029.00
2011-09-15,Rs. 0.00,Rs. 45700.00,Rs. 1050.00
2011-09-14,Rs. 0.00,Rs. 46125.00,Rs. 1054.50
2011-09-13,Rs. 0.00,Rs. 45695.00,Rs. 1050.00
2011-09-12,Rs. 0.00,Rs. 46175.00,Rs. 1059.00
2011-09-11,Rs. 0.00,Rs. 45870.00,Rs. 1055.00
2011-09-09,Rs. 0.00,Rs. 45870.00,Rs. 1063.00
2011-09-08,Rs. 0.00,Rs. 45010.00,Rs. 1050.00
2011-09-07,Rs. 0.00,Rs. 45225.00,Rs. 1040.00
2011-09-06,Rs. 0.00,Rs. 46700.00,Rs. 1072.00
2011-09-05,Rs. 0.00,Rs. 45700.00,Rs. 1063.00
2011-09-04,Rs. 0.00,Rs. 45700.00,Rs. 1063.00
2011-09-02,Rs. 0.00,Rs. 44050.00,Rs. 1040.00
2011-09-01,Rs. 0.00,Rs. 44670.00,Rs. 1037.50
2011-08-31,Rs. 0.00,Rs. 44840.00,Rs. 1041.50
2011-08-30,Rs. 0.00,Rs. 43980.00,Rs. 1029.50
2011-08-29,Rs. 0.00,Rs. 44495.00,Rs. 1033.00
2011-08-26,Rs. 0.00,Rs. 43640.00,Rs. 1029.00
2011-08-25,Rs. 0.00,Rs. 42870.00,Rs. 1007.50
2011-08-24,Rs. 0.00,Rs. 44925.00,Rs. 1054.50
2011-08-23,Rs. 0.00,Rs. 46200.00,Rs. 1089.00
2011-08-22,Rs. 0.00,Rs. 45780.00,Rs. 1084.50
2011-08-18,Rs. 0.00,Rs. 43465.00,Rs. 991.00
2011-08-17,Rs. 0.00,Rs. 43080.00,Rs. 982.00
2011-08-15,Rs. 0.00,Rs. 42095.00,Rs. 964.50
2011-08-14,Rs. 0.00,Rs. 42265.00,Rs. 969.00
2011-08-12,Rs. 0.00,Rs. 42565.00,Rs. 964.50
2011-08-11,Rs. 0.00,Rs. 43295.00,Rs. 973.00
2011-08-10,Rs. 0.00,Rs. 42095.00,Rs. 951.50
2011-08-09,Rs. 0.00,Rs. 42325.00,Rs. 973.00
2011-08-08,Rs. 0.00,Rs. 40725.00,Rs. 977.00
2011-08-07,Rs. 0.00,Rs. 39695.00,Rs. 947.50
2011-08-05,Rs. 0.00,Rs. 39565.00,Rs. 960.00
2011-08-04,Rs. 0.00,Rs. 39395.00,Rs. 994.50
2011-08-03,Rs. 0.00,Rs. 39180.00,Rs. 973.00
2011-08-02,Rs. 0.00,Rs. 38325.00,Rs. 956.00
2011-08-01,Rs. 0.00,Rs. 37095.00,Rs. 956.00
2011-07-29,Rs. 0.00,Rs. 38025.00,Rs. 956.00
2011-07-28,Rs. 0.00,Rs. 38025.00,Rs. 969.00
2011-07-27,Rs. 0.00,Rs. 38025.00,Rs. 973.00
2011-07-26,Rs. 0.00,Rs. 38195.00,Rs. 969.00
2011-07-25,Rs. 0.00,Rs. 38195.00,Rs. 969.00
2011-07-24,Rs. 0.00,Rs. 37810.00,Rs. 960.00
2011-07-22,Rs. 0.00,Rs. 37640.00,Rs. 947.50
2011-07-21,Rs. 0.00,Rs. 37895.00,Rs. 964.50
2011-07-20,Rs. 0.00,Rs. 37725.00,Rs. 951.50
2011-07-18,Rs. 0.00,Rs. 37850.00,Rs. 947.50
2011-07-17,Rs. 0.00,Rs. 37650.00,Rs. 943.00
2011-07-15,Rs. 0.00,Rs. 37595.00,Rs. 925.00
2011-07-14,Rs. 0.00,Rs. 37640.00,Rs. 925.00
2011-07-13,Rs. 0.00,Rs. 37295.00,Rs. 883.00
2011-07-12,Rs. 0.00,Rs. 36950.00,Rs. 883.00
2011-07-11,Rs. 0.00,Rs. 36650.00,Rs. 891.50
2011-07-10,Rs. 0.00,Rs. 36650.00,Rs. 891.50
2011-07-09,Rs. 0.00,Rs. 37980.00,Rs. 950.00
2011-07-08,Rs. 0.00,Rs. 36435.00,Rs. 885.50
2011-07-07,Rs. 0.00,Rs. 36435.00,Rs. 879.00
2011-07-06,Rs. 0.00,Rs. 36010.00,Rs. 873.00
2011-07-05,Rs. 0.00,Rs. 35665.00,Rs. 840.00
2011-07-04,Rs. 0.00,Rs. 35580.00,Rs. 840.00
2011-07-03,Rs. 0.00,Rs. 35580.00,Rs. 840.00
2011-07-01,Rs. 0.00,Rs. 35835.00,Rs. 850.50
2011-06-30,Rs. 0.00,Rs. 36220.00,Rs. 853.00
2011-06-29,Rs. 0.00,Rs. 36180.00,Rs. 846.00
2011-06-26,Rs. 0.00,Rs. 36220.00,Rs. 857.50
2011-06-24,Rs. 0.00,Rs. 36610.00,Rs. 876.00
2011-06-23,Rs. 0.00,Rs. 37125.00,Rs. 896.00
2011-06-22,Rs. 0.00,Rs. 37035.00,Rs. 893.00
2011-06-19,Rs. 0.00,Rs. 36950.00,Rs. 887.00
2011-06-17,Rs. 0.00,Rs. 36610.00,Rs. 879.00
2011-06-14,Rs. 0.00,Rs. 36435.00,Rs. 876.00
2011-06-13,Rs. 0.00,Rs. 36695.00,Rs. 887.50
2011-06-12,Rs. 0.00,Rs. 36650.00,Rs. 896.00
2011-06-10,Rs. 0.00,Rs. 36825.00,Rs. 917.50
2011-06-09,Rs. 0.00,Rs. 36650.00,Rs. 900.00
2011-06-08,Rs. 0.00,Rs. 36800.00,Rs. 905.00
2011-06-07,Rs. 0.00,Rs. 36950.00,Rs. 902.00
2011-06-06,Rs. 0.00,Rs. 36950.00,Rs. 902.00
2011-06-05,Rs. 0.00,Rs. 36910.00,Rs. 892.00
2011-06-03,Rs. 0.00,Rs. 36740.00,Rs. 892.00
2011-06-02,Rs. 0.00,Rs. 36950.00,Rs. 917.50
2011-06-01,Rs. 0.00,Rs. 36825.00,Rs. 937.00
2011-05-31,Rs. 0.00,Rs. 36995.00,Rs. 940.00
2011-05-26,Rs. 0.00,Rs. 37000.00,Rs. 949.00
2011-05-25,Rs. 0.00,Rs. 36950.00,Rs. 905.00
2011-05-20,Rs. 0.00,Rs. 36010.00,Rs. 867.50
2011-05-19,Rs. 0.00,Rs. 36010.00,Rs. 873.00
2011-05-17,Rs. 0.00,Rs. 36065.00,Rs. 865.00
2011-05-16,Rs. 0.00,Rs. 36010.00,Rs. 883.00
2011-05-15,Rs. 0.00,Rs. 36010.00,Rs. 900.00
2011-05-12,Rs. 0.00,Rs. 36095.00,Rs. 900.00
2011-05-10,Rs. 0.00,Rs. 36435.00,Rs. 964.50
2011-05-09,Rs. 0.00,Rs. 35925.00,Rs. 891.50
2011-05-08,Rs. 0.00,Rs. 35835.00,Rs. 883.00
2011-05-06,Rs. 0.00,Rs. 35750.00,Rs. 885.00
2011-05-05,Rs. 0.00,Rs. 36265.00,Rs. 964.50
2011-05-04,Rs. 0.00,Rs. 36565.00,Rs. 1012.00
2011-05-02,Rs. 0.00,Rs. 36750.00,Rs. 1070.00
2011-04-29,Rs. 0.00,Rs. 36390.00,Rs. 1152.00
2011-04-28,Rs. 0.00,Rs. 36265.00,Rs. 1150.00
2011-04-25,Rs. 0.00,Rs. 36080.00,Rs. 1160.00
2011-04-24,Rs. 0.00,Rs. 35800.00,Rs. 1130.00
2011-04-22,Rs. 0.00,Rs. 35720.00,Rs. 1103.00
2011-04-21,Rs. 0.00,Rs. 35680.00,Rs. 1084.50
2011-04-20,Rs. 0.00,Rs. 35574.00,Rs. 1050.00
2011-04-18,Rs. 0.00,Rs. 35345.00,Rs. 1024.00
2011-04-17,Rs. 0.00,Rs. 35400.00,Rs. 1020.00
2011-04-15,Rs. 0.00,Rs. 35235.00,Rs. 1007.00
2011-04-11,Rs. 0.00,Rs. 34935.00,Rs. 986.00
2011-04-01,Rs. 0.00,Rs. 34350.00,Rs. 895.00
2011-03-29,Rs. 0.00,Rs. 34200.00,Rs. 886.50
2011-03-27,Rs. 0.00,Rs. 34425.00,Rs. 893.00
2011-03-25,Rs. 0.00,Rs. 34460.00,Rs. 891.50
2011-03-21,Rs. 0.00,Rs. 34600.00,Rs. 867.50
2011-03-20,Rs. 0.00,Rs. 34400.00,Rs. 855.00
2011-03-18,Rs. 0.00,Rs. 34255.00,Rs. 844.50
2011-03-11,Rs. 0.00,Rs. 34425.00,Rs. 857.50
2011-02-21,Rs. 0.00,Rs. 34035.00,Rs. 780.00
2011-02-20,Rs. 0.00,Rs. 33950.00,Rs. 776.00
2011-02-19,Rs. 0.00,Rs. 33910.00,Rs. 770.00
2011-02-11,Rs. 0.00,Rs. 33780.00,Rs. 737.50
2011-01-18,Rs. 0.00,Rs. 33780.00,Rs. 721.00
2011-01-17,Rs. 0.00,Rs. 33820.00,Rs. 724.50
2011-01-16,Rs. 0.00,Rs. 33820.00,Rs. 724.50
2011-01-13,Rs. 0.00,Rs. 33995.00,Rs. 733.00
2011-01-12,Rs. 0.00,Rs. 33950.00,Rs. 733.00
2011-01-11,Rs. 0.00,Rs. 33865.00,Rs. 727.00
2011-01-09,Rs. 0.00,Rs. 33780.00,Rs. 720.00
2011-01-06,Rs. 0.00,Rs. 33910.00,Rs. 737.50
2011-01-02,Rs. 0.00,Rs. 34425.00,Rs. 754.50
2010-12-31,Rs. 0.00,Rs. 34335.00,Rs. 754.50
2010-12-30,Rs. 0.00,Rs. 34465.00,Rs. 754.50
2010-12-29,Rs. 0.00,Rs. 34380.00,Rs. 748.00
2010-12-28,Rs. 0.00,Rs. 34080.00,Rs. 727.00
2010-12-27,Rs. 0.00,Rs. 33995.00,Rs. 729.00
2010-12-26,Rs. 0.00,Rs. 33995.00,Rs. 729.00
2010-12-24,Rs. 0.00,Rs. 33995.00,Rs. 729.00
2010-12-23,Rs. 0.00,Rs. 34035.00,Rs. 729.00
2010-12-22,Rs. 0.00,Rs. 34165.00,Rs. 729.00
2010-12-21,Rs. 0.00,Rs. 34165.00,Rs. 729.00
2010-12-20,Rs. 0.00,Rs. 34165.00,Rs. 729.00
2010-12-19,Rs. 0.00,Rs. 33995.00,Rs. 729.00
2010-12-17,Rs. 0.00,Rs. 34080.00,Rs. 729.00
2010-12-16,Rs. 0.00,Rs. 34275.00,Rs. 729.00
2010-12-15,Rs. 0.00,Rs. 34380.00,Rs. 729.00
2010-12-14,Rs. 0.00,Rs. 34380.00,Rs. 729.00
2010-12-13,Rs. 0.00,Rs. 34080.00,Rs. 711.50
2010-12-12,Rs. 0.00,Rs. 34035.00,Rs. 710.00
2010-12-10,Rs. 0.00,Rs. 34295.00,Rs. 710.00
2010-12-09,Rs. 0.00,Rs. 34125.00,Rs. 710.00
2010-12-08,Rs. 0.00,Rs. 34210.00,Rs. 711.50
2010-12-06,Rs. 0.00,Rs. 34635.00,Rs. 735.00
2010-12-05,Rs. 0.00,Rs. 34510.00,Rs. 711.50
2010-12-03,Rs. 0.00,Rs. 34145.00,Rs. 703.00
2010-12-02,Rs. 0.00,Rs. 34250.00,Rs. 699.00
2010-12-01,Rs. 0.00,Rs. 34295.00,Rs. 690.00
2010-11-30,Rs. 0.00,Rs. 33930.00,Rs. 679.00
2010-11-29,Rs. 0.00,Rs. 33820.00,Rs. 677.00
2010-11-28,Rs. 0.00,Rs. 33910.00,Rs. 677.50
2010-11-26,Rs. 0.00,Rs. 34035.00,Rs. 681.00
2010-11-25,Rs. 0.00,Rs. 34035.00,Rs. 681.00
2010-11-24,Rs. 0.00,Rs. 33950.00,Rs. 681.00
2010-11-23,Rs. 0.00,Rs. 33736.00,Rs. 676.00
2010-11-22,Rs. 0.00,Rs. 33430.00,Rs. 672.00
2010-11-21,Rs. 0.00,Rs. 33300.00,Rs. 664.50
2010-11-19,Rs. 0.00,Rs. 33300.00,Rs. 653.00
2010-11-18,Rs. 0.00,Rs. 33180.00,Rs. 643.00
2010-11-17,Rs. 0.00,Rs. 32990.00,Rs. 640.00
2010-11-16,Rs. 0.00,Rs. 33435.00,Rs. 648.00
2010-11-15,Rs. 0.00,Rs. 33510.00,Rs. 652.00
2010-11-14,Rs. 0.00,Rs. 33520.00,Rs. 653.00
2010-11-12,Rs. 0.00,Rs. 33565.00,Rs. 660.00
2010-11-11,Rs. 0.00,Rs. 33630.00,Rs. 660.00
2010-11-10,Rs. 0.00,Rs. 33565.00,Rs. 660.00
2010-11-09,Rs. 0.00,Rs. 33950.00,Rs. 664.50
2010-11-04,Rs. 0.00,Rs. 32835.00,Rs. 610.50
2010-11-03,Rs. 0.00,Rs. 32835.00,Rs. 610.50
2010-11-02,Rs. 0.00,Rs. 33200.00,Rs. 613.00
2010-11-01,Rs. 0.00,Rs. 33265.00,Rs. 615.50
2010-10-31,Rs. 0.00,Rs. 33265.00,Rs. 615.50
2010-10-29,Rs. 0.00,Rs. 32835.00,Rs. 596.00
2010-10-28,Rs. 0.00,Rs. 32535.00,Rs. 592.00
2010-10-27,Rs. 0.00,Rs. 32665.00,Rs. 594.00
2010-10-26,Rs. 0.00,Rs. 32600.00,Rs. 586.00
2010-10-25,Rs. 0.00,Rs. 32600.00,Rs. 586.00
2010-10-24,Rs. 0.00,Rs. 32400.00,Rs. 583.00
2010-10-22,Rs. 0.00,Rs. 32400.00,Rs. 583.00
2010-10-21,Rs. 0.00,Rs. 32575.00,Rs. 587.00
2010-10-20,Rs. 0.00,Rs. 32575.00,Rs. 583.00
2010-10-13,Rs. 0.00,Rs. 32710.00,Rs. 583.00
2010-10-12,Rs. 0.00,Rs. 32710.00,Rs. 583.00
2010-10-11,Rs. 0.00,Rs. 32710.00,Rs. 583.00
2010-10-07,Rs. 0.00,Rs. 32530.00,Rs. 578.00
2010-10-06,Rs. 0.00,Rs. 32320.00,Rs. 570.00
2010-10-05,Rs. 0.00,Rs. 31815.00,Rs. 557.00
2010-10-04,Rs. 0.00,Rs. 31590.00,Rs. 558.00
2010-10-03,Rs. 0.00,Rs. 31825.00,Rs. 559.00
2010-10-01,Rs. 0.00,Rs. 31655.00,Rs. 560.00
2010-09-30,Rs. 0.00,Rs. 31825.00,Rs. 566.00
2010-09-29,Rs. 0.00,Rs. 31925.00,Rs. 570.00
2010-09-28,Rs. 0.00,Rs. 31500.00,Rs. 545.00
2010-09-27,Rs. 0.00,Rs. 31765.00,Rs. 550.00
2010-09-26,Rs. 0.00,Rs. 31715.00,Rs. 552.00
2010-09-24,Rs. 0.00,Rs. 31960.00,Rs. 550.00
2010-09-23,Rs. 0.00,Rs. 31935.00,Rs. 550.00
2010-09-22,Rs. 0.00,Rs. 31760.00,Rs. 544.00
2010-09-21,Rs. 0.00,Rs. 31615.00,Rs. 541.00
2010-09-20,Rs. 0.00,Rs. 31655.00,Rs. 544.00
2010-09-19,Rs. 0.00,Rs. 31690.00,Rs. 541.00
2010-09-17,Rs. 0.00,Rs. 31755.00,Rs. 547.00
2010-09-16,Rs. 0.00,Rs. 31745.00,Rs. 548.00
2010-09-15,Rs. 0.00,Rs. 31865.00,Rs. 545.00
2010-09-14,Rs. 0.00,Rs. 31310.00,Rs. 538.00
2010-09-13,Rs. 0.00,Rs. 31310.00,Rs. 538.00
2010-09-12,Rs. 0.00,Rs. 31500.00,Rs. 524.00
2010-09-10,Rs. 0.00,Rs. 31665.00,Rs. 537.00
2010-09-09,Rs. 0.00,Rs. 31665.00,Rs. 537.00
2010-09-08,Rs. 0.00,Rs. 31855.00,Rs. 537.00
2010-09-03,Rs. 0.00,Rs. 31680.00,Rs. 521.00
2010-09-01,Rs. 0.00,Rs. 31680.00,Rs. 521.00
2010-08-27,Rs. 0.00,Rs. 31290.00,Rs. 500.00
2010-08-25,Rs. 0.00,Rs. 31070.00,Rs. 497.00
2010-08-25,Rs. 0.00,Rs. 31070.00,Rs. 497.00
2010-08-25,Rs. 0.00,Rs. 31070.00,Rs. 497.00
2010-08-22,Rs. 0.00,Rs. 30800.00,Rs. 483.00
2010-08-20,Rs. 0.00,Rs. 31295.00,Rs. 488.00
2010-08-17,Rs. 0.00,Rs. 30740.00,Rs. 487.00
2010-08-10,Rs. 0.00,Rs. 30055.00,Rs. 484.00
2010-08-09,Rs. 0.00,Rs. 30180.00,Rs. 485.00
2010-08-08,Rs. 0.00,Rs. 30180.00,Rs. 485.00
2010-08-04,Rs. 0.00,Rs. 29900.00,Rs. 485.00
2010-08-01,Rs. 0.00,Rs. 29410.00,Rs. 478.00
2010-07-30,Rs. 0.00,Rs. 29535.00,Rs. 478.00
2010-07-29,Rs. 0.00,Rs. 29580.00,Rs. 478.00
2010-07-28,Rs. 0.00,Rs. 29580.00,Rs. 478.00
2010-07-27,Rs. 0.00,Rs. 30000.00,Rs. 482.00
2010-07-25,Rs. 0.00,Rs. 30160.00,Rs. 480.00
2010-07-23,Rs. 0.00,Rs. 30160.00,Rs. 480.00
2010-07-22,Rs. 0.00,Rs. 30110.00,Rs. 476.00
2010-07-21,Rs. 0.00,Rs. 30110.00,Rs. 476.00
2010-07-20,Rs. 0.00,Rs. 30000.00,Rs. 486.00
2010-07-19,Rs. 0.00,Rs. 30090.00,Rs. 480.00
2010-07-18,Rs. 0.00,Rs. 30090.00,Rs. 480.00
2010-07-16,Rs. 0.00,Rs. 30265.00,Rs. 483.00
2010-07-15,Rs. 0.00,Rs. 30350.00,Rs. 483.00
2010-07-14,Rs. 0.00,Rs. 30305.00,Rs. 480.00
2010-07-13,Rs. 0.00,Rs. 30220.00,Rs. 476.00
2010-07-12,Rs. 0.00,Rs. 30305.00,Rs. 475.00
2010-07-11,Rs. 0.00,Rs. 30305.00,Rs. 475.00
2010-07-08,Rs. 0.00,Rs. 30305.00,Rs. 477.00
2010-07-07,Rs. 0.00,Rs. 30180.00,Rs. 480.00
2010-07-06,Rs. 0.00,Rs. 30350.00,Rs. 480.00
2010-07-05,Rs. 0.00,Rs. 30435.00,Rs. 480.00
2010-07-04,Rs. 0.00,Rs. 30350.00,Rs. 480.00
2010-07-02,Rs. 0.00,Rs. 30350.00,Rs. 480.00
2010-07-01,Rs. 0.00,Rs. 31035.00,Rs. 487.00
2010-06-30,Rs. 0.00,Rs. 30975.00,Rs. 487.00
2010-06-29,Rs. 0.00,Rs. 30820.00,Rs. 487.00
2010-06-28,Rs. 0.00,Rs. 31035.00,Rs. 494.00
2010-06-25,Rs. 0.00,Rs. 30950.00,Rs. 487.00
2010-06-24,Rs. 0.00,Rs. 30650.00,Rs. 487.00
2010-06-23,Rs. 0.00,Rs. 30650.00,Rs. 487.00
2010-06-22,Rs. 0.00,Rs. 30680.00,Rs. 487.00
2010-06-21,Rs. 0.00,Rs. 30735.00,Rs. 491.50
2010-06-20,Rs. 0.00,Rs. 31000.00,Rs. 491.50
2010-06-18,Rs. 0.00,Rs. 30715.00,Rs. 480.00
2010-06-17,Rs. 0.00,Rs. 30735.00,Rs. 480.00
2010-06-16,Rs. 0.00,Rs. 30650.00,Rs. 480.00
2010-06-15,Rs. 0.00,Rs. 30435.00,Rs. 480.00
2010-06-14,Rs. 0.00,Rs. 30650.00,Rs. 480.00
2010-06-13,Rs. 0.00,Rs. 30700.00,Rs. 480.00
2010-06-11,Rs. 0.00,Rs. 30525.00,Rs. 478.00
2010-06-10,Rs. 0.00,Rs. 30900.00,Rs. 478.00
2010-06-09,Rs. 0.00,Rs. 31035.00,Rs. 478.00
2010-06-08,Rs. 0.00,Rs. 31035.00,Rs. 474.00
2010-06-07,Rs. 0.00,Rs. 30565.00,Rs. 460.50
2010-06-06,Rs. 0.00,Rs. 30565.00,Rs. 460.50
2010-06-04,Rs. 0.00,Rs. 30110.00,Rs. 467.00
2010-06-03,Rs. 0.00,Rs. 30480.00,Rs. 474.00
2010-06-02,Rs. 0.00,Rs. 30910.00,Rs. 477.50
2010-06-01,Rs. 0.00,Rs. 30435.00,Rs. 474.00
2010-05-31,Rs. 0.00,Rs. 30180.00,Rs. 474.00
2010-05-30,Rs. 0.00,Rs. 30180.00,Rs. 474.00
2010-05-28,Rs. 0.00,Rs. 30180.00,Rs. 474.00
2010-05-26,Rs. 0.00,Rs. 30605.00,Rs. 571.50
2010-05-25,Rs. 0.00,Rs. 30110.00,Rs. 463.00
2010-05-24,Rs. 0.00,Rs. 29625.00,Rs. 460.50
2010-05-23,Rs. 0.00,Rs. 29625.00,Rs. 460.50
2010-05-20,Rs. 0.00,Rs. 29630.00,Rs. 480.00
2010-05-19,Rs. 0.00,Rs. 29700.00,Rs. 474.00
2010-05-18,Rs. 0.00,Rs. 29925.00,Rs. 477.00
2010-05-17,Rs. 0.00,Rs. 30225.00,Rs. 481.00
2010-05-16,Rs. 0.00,Rs. 29800.00,Rs. 480.00
2010-05-13,Rs. 0.00,Rs. 29800.00,Rs. 480.00
2010-05-12,Rs. 0.00,Rs. 29770.00,Rs. 480.00
2010-05-11,Rs. 0.00,Rs. 29060.00,Rs. 461.00
2010-05-10,Rs. 0.00,Rs. 28935.00,Rs. 461.00
2010-05-09,Rs. 0.00,Rs. 29363.00,Rs. 462.92
2010-04-28,Rs. 0.00,Rs. 27815.00,Rs. 450.00
2010-04-27,Rs. 0.00,Rs. 27605.00,Rs. 450.00
2010-04-26,Rs. 0.00,Rs. 27605.00,Rs. 450.00
